SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,LOCATION OF BUILDING ON THE LOT (IF GARAGE CHANGE TYPE CODE TO BGD).,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,IF THE BUILDING IS OPEN WHERE IS THE ENTRY POINT?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,ANY PEOPLE USING PROPERTY? (HOMELESS or CHILDEN or GANGS),ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,15-00705042,03/13/2015,Rear,,Boarded,,Vacant,false,true,3800,W,64TH,PL,60629,1152149.58980791,1861564.13691278,23,8,65,41.7759948994481,-87.71778564622983,"(41.7759948994481, -87.71778564622983)"
Vacant/Abandoned Building,15-00703484,03/13/2015,Front,,Open,,Vacant,false,false,731,N,LOREL,AVE,60644,1140542.14560179,1904331.63289699,37,15,25,41.89357542462442,-87.75929057580976,"(41.89357542462442, -87.75929057580976)"
Vacant/Abandoned Building,15-00706244,03/13/2015,Front,,Open,REAR DOOR IS MISSING,Vacant,false,true,114,E,118TH,PL,60628,1179071.68138312,1826416.31019258,9,5,53,41.67897365433438,-87.62015919604171,"(41.67897365433438, -87.62015919604171)"
Vacant/Abandoned Building,15-00700538,03/13/2015,Front,,Open,,Vacant,false,false,5328,S,UNION,AVE,60609,1172537.88461947,1869545.41918872,3,9,61,41.79747165022885,-87.64280874615777,"(41.79747165022885, -87.64280874615777)"
Vacant/Abandoned Building,15-00703493,03/13/2015,Front,,Open,,Vacant,false,false,4343,W,MAYPOLE,AVE,60624,1147285.75006978,1901098.59567831,28,11,26,41.884577132816375,-87.73460623436456,"(41.884577132816375, -87.73460623436456)"
Vacant/Abandoned Building,15-00709128,03/13/2015,Front,,Open,,Vacant,false,false,3648,N,NORDICA,AVE,60634,1128429.75589324,1923436.88268056,38,16,17,41.94621645511047,-87.80334240539412,"(41.94621645511047, -87.80334240539412)"
Vacant/Abandoned Building,15-00707462,03/13/2015,Rear,,Open,ALL,Vacant,false,false,3235,W,DOUGLAS,BLVD,60623,1154894.45001933,1893270.43832224,24,10,29,41.862946781872175,-87.70687567612107,"(41.862946781872175, -87.70687567612107)"
Vacant/Abandoned Building,15-00703500,03/13/2015,Front,,Open,,Vacant,false,false,4600,W,ADDISON,ST,60641,1144968.6437111,1923532.78487149,38,17,15,41.94618290204696,-87.74254757443917,"(41.94618290204696, -87.74254757443917)"
Vacant/Abandoned Building,15-00707713,03/13/2015,Rear,,Open,,Vacant,false,false,8024,S,WESTERN,AVE,60620,1161773.62036848,1851284.1799996,18,8,70,41.74759075370235,-87.68278949143311,"(41.74759075370235, -87.68278949143311)"
Vacant/Abandoned Building,15-00699983,03/13/2015,Front,,Open,REAR,Vacant,false,true,7541,S,UNION,AVE,60620,1172938.70590467,1854903.36327165,17,6,68,41.75728332528886,-87.64177068766823,"(41.75728332528886, -87.64177068766823)"
Vacant/Abandoned Building,15-00704667,03/13/2015,Front,,Open,REAR NORTH WALL,Vacant,false,false,7946,S,PARNELL,AVE,60620,1174010.39992958,1852213.05251725,17,6,44,41.749877071191555,-87.63792279566677,"(41.749877071191555, -87.63792279566677)"
Vacant/Abandoned Building,15-00705015,03/13/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,10548,S,WABASH,AVE,60628,1178442.19507517,1835014.06557248,9,5,49,41.70258141558844,-87.62220354588705,"(41.70258141558844, -87.62220354588705)"
Vacant/Abandoned Building,15-00685134,03/12/2015,Front,,Boarded,FRONT,Vacant,false,false,10542,S,WENTWORTH,AVE,60628,1176818.32039594,1834934.63001526,34,5,49,41.70240007533093,-87.62815210410432,"(41.70240007533093, -87.62815210410432)"
Vacant/Abandoned Building,15-00691205,03/12/2015,Front,,Boarded,,Vacant,false,false,1211,S,INDEPENDENCE,BLVD,60623,1151441.72708526,1894380.2189275,24,10,29,41.866060584688775,-87.7195212276961,"(41.866060584688775, -87.7195212276961)"
Vacant/Abandoned Building,15-00693614,03/12/2015,Front,,Open,BACK,Vacant,false,true,9108,S,GREENWOOD,AVE,,1185138.19651513,1844811.5525746,8,4,47,41.72931253119432,-87.59737811360412,"(41.72931253119432, -87.59737811360412)"
Vacant/Abandoned Building,15-00697728,03/12/2015,Front,,Open,FRONT AND REAR OPEN,Vacant,false,true,1618,S,DRAKE,AVE,60623,1152971.13160555,1891692.81631363,24,10,29,41.85865590137225,-87.71397780238361,"(41.85865590137225, -87.71397780238361)"
Vacant/Abandoned Building,15-00694180,03/12/2015,Front,,Open,FRONT AND REAR,Vacant,false,true,6135,S,EVANS,AVE,60637,1182276.72012708,1864493.56527323,20,3,42,41.78338869074184,-87.60725182133365,"(41.78338869074184, -87.60725182133365)"
Vacant/Abandoned Building,15-00687257,03/12/2015,Front,,Open,,Vacant,false,false,9160,S,DR MARTIN LUTHER KING JR,DR,60619,1180525.51832264,1844178.84932055,6,6,44,41.72768329943378,-87.61429475433002,"(41.72768329943378, -87.61429475433002)"
Vacant/Abandoned Building,15-00681047,03/12/2015,Front,,Open,,Vacant,false,true,1928,S,SAWYER,AVE,60623,1155001.34558733,1890335.8607721,24,10,29,41.854891832953705,-87.70656191158767,"(41.854891832953705, -87.70656191158767)"
Vacant/Abandoned Building,15-00687996,03/12/2015,Front,,Boarded,FRONT/GATES ARE OPEN,Vacant,false,true,721,N,TRUMBULL,AVE,60624,1153249.56289825,1904594.05092542,27,11,23,41.89405274508224,-87.71261329151952,"(41.89405274508224, -87.71261329151952)"
Vacant/Abandoned Building,15-00683578,03/12/2015,Front,,Open,REAR,Vacant,false,true,6525,S,ARTESIAN,AVE,60629,1161162.8031978,1861318.73380605,16,8,66,41.77513969170332,-87.6847504877654,"(41.77513969170332, -87.6847504877654)"
Vacant/Abandoned Building,15-00682086,03/12/2015,Front,,Open,ALL SIDES,Vacant,false,true,7214,S,ASHLAND,AVE,60636,1166933.3660245,1856822.20701876,17,7,67,41.76267925896674,-87.66372463699426,"(41.76267925896674, -87.66372463699426)"
Vacant/Abandoned Building,15-00688847,03/12/2015,Garage,,Open,FRONT DOOR,Vacant,false,true,2355,N,MOODY,AVE,60639,1135017.6901091,1914951.52718892,29,25,19,41.92281736190378,-87.77932840986678,"(41.92281736190378, -87.77932840986678)"
Vacant/Abandoned Building,15-00682457,03/12/2015,,,,,,,,3511,W,72ND,PL,60629,1154227.42043296,1856310.26576823,18,8,66,41.76153638928767,-87.71030792256757,"(41.76153638928767, -87.71030792256757)"
Vacant/Abandoned Building,15-00689218,03/12/2015,Front,,Open,FRONT DOOR,Vacant,false,false,1455,W,73RD,PL,60636,1167740.69047274,1855999.44187632,17,7,67,41.76040419817717,-87.66078923787889,"(41.76040419817717, -87.66078923787889)"
Vacant/Abandoned Building,15-00685858,03/12/2015,Rear,,Open,,Vacant,false,true,8732,S,WABASH,AVE,60619,1178237.02038827,1847112.90017397,6,6,44,41.73578685538771,-87.62258909410231,"(41.73578685538771, -87.62258909410231)"
Vacant/Abandoned Building,15-00689303,03/12/2015,Front,,Open,,Vacant,false,false,6843,S,LOOMIS,BLVD,60636,1168177.10039041,1859372.74549969,17,7,67,41.7696516100777,-87.65909287116534,"(41.7696516100777, -87.65909287116534)"
Vacant/Abandoned Building,15-00687120,03/12/2015,Front,,Open,,Vacant,false,false,5314,S,ABERDEEN,ST,60609,1169885.00678196,1869566.03776712,16,9,61,41.79758629643963,-87.65253661073564,"(41.79758629643963, -87.65253661073564)"
Vacant/Abandoned Building,15-00657438,03/11/2015,Front,,Open,,Vacant,false,false,5134,S,MAY,ST,60609,1169522.49139202,1870760.02327798,16,9,61,41.80087059631149,-87.6538313949873,"(41.80087059631149, -87.6538313949873)"
Vacant/Abandoned Building,15-00666073,03/11/2015,Front,,Boarded,,Vacant,false,true,6943,S,CLAREMONT,AVE,60636,1161934.96569763,1858484.11830086,17,8,66,41.76734509376834,-87.68199852220278,"(41.76734509376834, -87.68199852220278)"
Vacant/Abandoned Building,15-00673857,03/11/2015,Front,,Open,FRONT DOOR,Vacant,false,false,6642,S,ST LAWRENCE,AVE,60637,1181376.75041067,1861102.19749562,20,3,42,41.774103259992046,-87.61065587534341,"(41.774103259992046, -87.61065587534341)"
Vacant/Abandoned Building,15-00656814,03/11/2015,Rear,,Open,,Vacant,false,false,6800,S,CARPENTER,ST,60621,1170485.62038668,1859724.12441927,17,7,68,41.77056586471707,-87.65062064383592,"(41.77056586471707, -87.65062064383592)"
Vacant/Abandoned Building,15-00660887,03/11/2015,Front,,Open,,Vacant,false,false,9147,S,DOBSON,AVE,60619,1184814.48357669,1844540.54701453,8,4,47,41.72857645056292,-87.59857241839191,"(41.72857645056292, -87.59857241839191)"
Vacant/Abandoned Building,15-00668856,03/11/2015,Front,,Open,REAR  DOOR  OR WINDOW,Vacant,true,true,1518,W,71ST,PL,60636,1167274.04099683,1857313.02068666,17,7,67,41.764018833042286,-87.66246197736776,"(41.764018833042286, -87.66246197736776)"
Vacant/Abandoned Building,15-00658203,03/11/2015,Front,,Open,,Vacant,false,false,5029,S,PRINCETON,AVE,60609,1175137.34896969,1871617.86777637,3,9,37,41.803100957507475,-87.63321428338156,"(41.803100957507475, -87.63321428338156)"
Vacant/Abandoned Building,15-00665031,03/11/2015,Front,,Open,,Vacant,false,false,1244,S,HOMAN,AVE,60623,1153900.2006936,1894029.22003161,24,10,29,41.86504881364226,-87.71050527644803,"(41.86504881364226, -87.71050527644803)"
Vacant/Abandoned Building,15-00671688,03/11/2015,Front,,Open,ALL THE WINDOW AND DOORS ARE OPEN,Vacant,false,false,7042,W,BERWYN,AVE,60656,1128350.37242719,1934699.54788669,41,16,10,41.97712378424421,-87.80337816137778,"(41.97712378424421, -87.80337816137778)"
Vacant/Abandoned Building,15-00670389,03/11/2015,Front,,Open,,Vacant,false,true,5830,S,FAIRFIELD,AVE,60629,1159038.62681011,1865878.6824255,16,8,63,41.78769653145787,-87.69241289638266,"(41.78769653145787, -87.69241289638266)"
Vacant/Abandoned Building,15-00668855,03/11/2015,Front,,Open,REAR  DOOR  OR WINDOW,Vacant,true,true,1518,W,71ST,PL,60636,1167274.04099683,1857313.02068666,17,7,67,41.764018833042286,-87.66246197736776,"(41.764018833042286, -87.66246197736776)"
Vacant/Abandoned Building,15-00639792,03/10/2015,Front,,Open,,Vacant,false,false,839,N,LOREL,AVE,60651,1140519.58957279,1905076.3854684,37,15,25,41.89561952980318,-87.75935511929201,"(41.89561952980318, -87.75935511929201)"
Vacant/Abandoned Building,15-00637487,03/10/2015,,,,,,,,11343,S,STEWART,AVE,60628,1175650.84910256,1829695.73781041,34,5,49,41.688049929309976,-87.63258312050114,"(41.688049929309976, -87.63258312050114)"
Vacant/Abandoned Building,15-00633939,03/10/2015,,,,,,,,7137,S,CONSTANCE,AVE,60649,1189610.53399564,1857900.22007812,5,3,43,41.76512294333079,-87.58057556619235,"(41.76512294333079, -87.58057556619235)"
Vacant/Abandoned Building,15-00638731,03/10/2015,Front,,Open,FRONT,Vacant,true,false,6938,S,VERNON,AVE,60637,1180446.57991513,1859112.752585,6,3,69,41.76866542015755,-87.61412665776201,"(41.76866542015755, -87.61412665776201)"
Vacant/Abandoned Building,15-00634503,03/10/2015,Front,,Open,REAR,Vacant,false,false,3051,S,BROAD,ST,60608,1167443.25003221,1884401.82841338,11,9,60,41.838350002654934,-87.66106524650718,"(41.838350002654934, -87.66106524650718)"
Vacant/Abandoned Building,15-00643368,03/10/2015,,,,,,,,4636,S,DR MARTIN LUTHER KING JR,DR,60653,1179642.17992543,1874245.47773337,3,2,38,41.810209464776364,-87.61661274910442,"(41.810209464776364, -87.61661274910442)"
Vacant/Abandoned Building,15-00641307,03/10/2015,Front,,Open,FRONT DOOR,Vacant,false,false,10125,S,DR MARTIN LUTHER KING JR,DR,60628,1180699.33638366,1837918.29049264,9,5,49,41.71049955016746,-87.61384969082893,"(41.71049955016746, -87.61384969082893)"
Vacant/Abandoned Building,15-00635988,03/10/2015,Front,,Open,,Vacant,false,false,4307,W,MAYPOLE,AVE,60624,1147607.56430856,1901105.66450036,28,11,26,41.8845903631617,-87.7334242953952,"(41.8845903631617, -87.7334242953952)"
Vacant/Abandoned Building,15-00641888,03/10/2015,Front,,Open,,Vacant,false,false,6932,S,CALUMET,AVE,60637,1179679.86538913,1859006.31987583,6,3,69,41.76839091647688,-87.61694027515361,"(41.76839091647688, -87.61694027515361)"
Vacant/Abandoned Building,15-00647909,03/10/2015,Front,,Open,FRONT DOOR,Vacant,false,false,8450,S,BURLEY,AVE,60617,1199270.58892865,1849894.05682269,10,4,46,41.74291606103668,-87.54543811615153,"(41.74291606103668, -87.54543811615153)"
Vacant/Abandoned Building,15-00638786,03/10/2015,Front,,Open,FRONT,Vacant,true,false,7842,S,KINGSTON,AVE,60649,1194549.95023308,1853461.90989488,7,4,43,41.75282384118535,-87.56261722997073,"(41.75282384118535, -87.56261722997073)"
Vacant/Abandoned Building,15-00631973,03/10/2015,Front,,Open,,Vacant,false,false,1508,W,GARFIELD,BLVD,60609,1167188.7373985,1868261.89571413,16,9,61,41.794065749454525,-87.66246155767607,"(41.794065749454525, -87.66246155767607)"
Vacant/Abandoned Building,15-00641287,03/10/2015,Front,,Boarded,WINDOWS,Vacant,true,true,1754,N,WHIPPLE,ST,60647,1155690.88012319,1911495.82622908,26,14,23,41.91294301203352,-87.70346095553869,"(41.91294301203352, -87.70346095553869)"
Vacant/Abandoned Building,15-00619737,03/09/2015,Front,,Boarded,,Vacant,false,false,6908,S,INDIANA,AVE,60637,1178787.30263421,1859226.46240189,6,3,69,41.769015365032836,-87.62020523365506,"(41.769015365032836, -87.62020523365506)"
Vacant/Abandoned Building,15-00616702,03/09/2015,Front,,Open,,Vacant,false,true,56,E,CHICAGO,AVE,60611,1176805.1630147,1905743.18329635,42,18,8,41.89670580818929,-87.62606689546418,"(41.89670580818929, -87.62606689546418)"
Vacant/Abandoned Building,15-00617679,03/09/2015,Front,,Open,FRONT AND BACK,Vacant,false,true,8534,S,BURLEY,AVE,60617,1199293.20636819,1849004.92701318,10,4,46,41.74047565641384,-87.54538507642283,"(41.74047565641384, -87.54538507642283)"
Vacant/Abandoned Building,15-00616118,03/09/2015,Front,,Open,ALL AROUND,Vacant,false,true,10433,S,NORMAL,AVE,60628,1174803.98819029,1835713.99249218,34,22,49,41.70458378514279,-87.63550489294474,"(41.70458378514279, -87.63550489294474)"
Vacant/Abandoned Building,15-00617712,03/09/2015,Front,,Boarded,,Vacant,false,false,7021,S,VERNON,AVE,60637,1180461.22128852,1858564.90807858,6,3,69,41.76716174245987,-87.61408978266537,"(41.76716174245987, -87.61408978266537)"
Vacant/Abandoned Building,15-00607600,03/09/2015,Front,,Open,FRONT AND REAR,Vacant,true,false,3313,W,FLOURNOY,ST,60624,1154388.36769443,1896839.26279828,24,11,27,41.87275014125479,-87.70863812617144,"(41.87275014125479, -87.70863812617144)"
Vacant/Abandoned Building,15-00617641,03/09/2015,Front,,Boarded,,Vacant,false,false,6939,S,VERNON,AVE,60637,1180446.77991513,1859106.052585,6,3,69,41.768647030080814,-87.61412613002771,"(41.768647030080814, -87.61412613002771)"
Vacant/Abandoned Building,15-00618467,03/09/2015,Front,,Boarded,,Vacant,false,false,6928,S,KIMBARK,AVE,60637,1185925.57993439,1859391.84198557,5,3,69,41.7693037896019,-87.59403483600354,"(41.7693037896019, -87.59403483600354)"
Vacant/Abandoned Building,15-00630489,03/09/2015,Front,,Open,FRONT,Vacant,false,false,7001,S,EAST END,AVE,60649,1188987.21020213,1858900.4668052,5,3,43,41.76788265109461,-87.58282820769954,"(41.76788265109461, -87.58282820769954)"
Vacant/Abandoned Building,15-00609711,03/09/2015,,,,,,,,6613,S,HARVARD,AVE,60621,1175204.42907609,1861100.94691096,6,7,68,41.77423992992378,-87.63328232615542,"(41.77423992992378, -87.63328232615542)"
Vacant/Abandoned Building,15-00617382,03/09/2015,Front,,Boarded,,Vacant,false,false,6828,S,PRAIRIE,AVE,60637,1179218.23297742,1859800.83193121,6,3,69,41.77058167964621,-87.6186081669214,"(41.77058167964621, -87.6186081669214)"
Vacant/Abandoned Building,15-00619163,03/09/2015,Front,,Boarded,,Vacant,false,false,6721,S,ST LAWRENCE,AVE,60637,1181392.17270842,1860580.42981008,20,3,42,41.772671122573065,-87.61061541409218,"(41.772671122573065, -87.61061541409218)"
Vacant/Abandoned Building,15-00612376,03/09/2015,,,,,,,,5230,S,CAMPBELL,AVE,60632,1160589.30839087,1869913.24199651,14,9,63,41.79873603533031,-87.68661587150369,"(41.79873603533031, -87.68661587150369)"
Vacant/Abandoned Building,15-00612944,03/09/2015,Garage,,Boarded,,Vacant,false,false,8508,S,PHILLIPS,AVE,60617,1193979.12940895,1849037.2837193,7,4,46,41.7406963153994,-87.5648538268927,"(41.7406963153994, -87.5648538268927)"
Vacant/Abandoned Building,15-00618335,03/09/2015,Front,,Boarded,,Vacant,false,false,1236,E,69TH,ST,60637,1185670.92011969,1859600.30739734,5,3,69,41.76988184053124,-87.59496172830632,"(41.76988184053124, -87.59496172830632)"
Vacant/Abandoned Building,15-00619238,03/09/2015,Front,,Boarded,,Vacant,false,false,614,E,67TH,ST,60637,1181537.47270842,1860725.52981008,20,3,42,41.77306593936776,-87.61007831600122,"(41.77306593936776, -87.61007831600122)"
Vacant/Abandoned Building,15-00619853,03/09/2015,Front,,Boarded,,Occupied,false,false,6949,S,INDIANA,AVE,60637,1178796.96442704,1858884.71010831,6,3,69,41.768077340578486,-87.6201802052137,"(41.768077340578486, -87.6201802052137)"
Vacant/Abandoned Building,15-00618074,03/09/2015,Front,,Boarded,,Vacant,false,false,7046,S,EBERHART,AVE,60637,1180795.50822651,1858408.23518845,6,3,69,41.76672413866036,-87.6128693040689,"(41.76672413866036, -87.6128693040689)"
Vacant/Abandoned Building,15-00619814,03/09/2015,Front,,Boarded,,Vacant,false,false,6920,S,INDIANA,AVE,60637,1178790.86442704,1859099.51010831,6,3,69,41.768666913421356,-87.62019603629443,"(41.768666913421356, -87.62019603629443)"
Vacant/Abandoned Building,15-00617418,03/09/2015,Front,,Boarded,,Vacant,false,false,6812,S,PRAIRIE,AVE,60637,1179215.23297742,1859907.73193121,6,3,69,41.770875092809305,-87.61861590733469,"(41.770875092809305, -87.61861590733469)"
Vacant/Abandoned Building,15-00617991,03/09/2015,Front,,Boarded,,Vacant,false,false,7120,S,VERNON,AVE,60619,1180478.46812188,1857909.62008654,6,3,69,41.76536316847739,-87.61404665223236,"(41.76536316847739, -87.61404665223236)"
Vacant/Abandoned Building,15-00619109,03/09/2015,Front,,Boarded,,Vacant,false,false,7018,S,RHODES,AVE,60637,1181120.19987279,1858605.74202156,6,3,69,41.76725864821154,-87.61167312006273,"(41.76725864821154, -87.61167312006273)"
Vacant/Abandoned Building,15-00617568,03/09/2015,Rear,,Open,REAR 1ST FLOOR,Occupied,false,true,1246,W,72ND,ST,60636,1169155.88518946,1857034.78428346,17,7,67,41.763214833812384,-87.65557260915115,"(41.763214833812384, -87.65557260915115)"
Vacant/Abandoned Building,15-00618170,03/09/2015,Front,,Boarded,,Vacant,false,false,7006,S,RHODES,AVE,60637,1181118.09987279,1858685.94202156,6,3,69,41.76747877352193,-87.61167835094221,"(41.76747877352193, -87.61167835094221)"
Vacant/Abandoned Building,15-00617722,03/09/2015,Front,,Open,FRONT AND BACK,Vacant,false,true,8526,S,BURLEY,AVE,60617,1199291.90636819,1849058.42701318,10,4,46,41.740622496965884,-87.54538804461993,"(41.740622496965884, -87.54538804461993)"
Vacant/Abandoned Building,15-00620127,03/09/2015,Front,,Boarded,,Vacant,false,false,6938,S,PRAIRIE,AVE,60637,1179242.36118876,1858967.72067676,6,3,69,41.76829498472873,-87.61854510266694,"(41.76829498472873, -87.61854510266694)"
Vacant/Abandoned Building,15-00598783,03/08/2015,Rear,,Open,REAR,Vacant,false,true,10155,S,SANGAMON,ST,60643,1171774.00750028,1837483.97897452,34,22,73,41.709507736246614,-87.64654853033177,"(41.709507736246614, -87.64654853033177)"
Vacant/Abandoned Building,15-00573756,03/07/2015,Front,,Open,,Vacant,false,true,4855,S,WOLCOTT,AVE,60609,1164504.75219438,1872481.85192856,15,9,61,41.80570287591337,-87.67218459189655,"(41.80570287591337, -87.67218459189655)"
Vacant/Abandoned Building,15-00577191,03/07/2015,Front,,Open,ALL ENTRIES OPEN,Vacant,false,true,1038,W,18TH,ST,60608,1169572.98991074,1891579.95487874,25,12,31,41.85800140136735,-87.65304156502465,"(41.85800140136735, -87.65304156502465)"
Vacant/Abandoned Building,15-00577491,03/07/2015,Front,,Open,NOT BOARDED,Vacant,false,true,4045,N,MARMORA,AVE,60634,1136295.96738398,1926292.17731271,38,16,15,41.95391456264656,-87.77435981344198,"(41.95391456264656, -87.77435981344198)"
Vacant/Abandoned Building,15-00563589,03/06/2015,Front,,Open,FRONT & REAR DOORS ARE OPEN BUILDING IS BEING REHAB,Vacant,false,true,1638,N,MCVICKER,AVE,60639,1135828.66847506,1910265.248579,29,25,25,41.90994324198093,-87.77646036320753,"(41.90994324198093, -87.77646036320753)"
Vacant/Abandoned Building,15-00561369,03/06/2015,Front,,Open,OPEN REAR DOOR,Vacant,false,true,6613,S,CARPENTER,ST,60621,1170451.35801834,1860962.96891347,17,7,68,41.77396615186844,-87.65071019256058,"(41.77396615186844, -87.65071019256058)"
Vacant/Abandoned Building,15-00553941,03/06/2015,Front,,Open,OPEN AND UNSECURED FROM REAR-WINDOWS ARE OPEN,Vacant,false,false,7317,S,PRINCETON,AVE,60621,1175559.79011574,1856441.4011319,17,7,69,41.76144566142249,-87.63211889907478,"(41.76144566142249, -87.63211889907478)"
Vacant/Abandoned Building,15-00560133,03/06/2015,Front,,Open,REAR,Vacant,false,true,5012,S,PRAIRIE,AVE,60615,1178889.55372835,1871850.03482125,3,2,38,41.80365335083935,-87.61944624023103,"(41.80365335083935, -87.61944624023103)"
Vacant/Abandoned Building,15-00555896,03/06/2015,Front,,Open,ALL ENTRIES OPEN,Vacant,false,false,11644,S,YALE,AVE,60628,1176698.1040805,1827724.29187315,34,5,53,41.682616542219016,-87.62880824717311,"(41.682616542219016, -87.62880824717311)"
