SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,LOCATION OF BUILDING ON THE LOT (IF GARAGE CHANGE TYPE CODE TO BGD).,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,IF THE BUILDING IS OPEN WHERE IS THE ENTRY POINT?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,ANY PEOPLE USING PROPERTY? (HOMELESS or CHILDEN or GANGS),ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,14-01585993,09/19/2014,Rear,,Open,ALL ENTRIES,Vacant,true,true,1630,S,KARLOV,AVE,60623,1149322.41298055,1891530.07121224,24,10,29,41.85828075431905,-87.72737530679763,"(41.85828075431905, -87.72737530679763)"
Vacant/Abandoned Building,14-01588137,09/19/2014,Front,,Boarded,NONE,Vacant,false,false,7640,S,PEORIA,ST,60620,1171629.75477262,1854181.3446221,17,6,71,41.755330788444475,-87.64658891152688,"(41.755330788444475, -87.64658891152688)"
Vacant/Abandoned Building,14-01589651,09/19/2014,,,,,,,,6241,S,CAMPBELL,AVE,60629,1160775.38726875,1863194.10212511,15,8,66,41.78029397298881,-87.68611897011779,"(41.78029397298881, -87.68611897011779)"
Vacant/Abandoned Building,14-01586541,09/19/2014,Rear,,Open,BOARDED,Vacant,false,false,2101,E,72ND,PL,60649,1191496.9006839,1857307.60531488,5,3,43,41.76345125232016,-87.57368077473076,"(41.76345125232016, -87.57368077473076)"
Vacant/Abandoned Building,14-01588054,09/19/2014,Front,,Open,,Vacant,false,false,10349,S,MILLARD,AVE,60655,1153832.39997424,1835662.69989024,19,22,74,41.70488370598601,-87.71230176174164,"(41.70488370598601, -87.71230176174164)"
Vacant/Abandoned Building,14-01587065,09/19/2014,Front,,Boarded,,Vacant,false,false,11553,S,OAKLEY,AVE,60643,1162957.3769339,1827932.57976596,19,22,75,41.68348546185364,-87.67910202237202,"(41.68348546185364, -87.67910202237202)"
Vacant/Abandoned Building,14-01586109,09/19/2014,Front,,Open,FRONT,Vacant,false,true,7943,S,JUSTINE,ST,60620,1167386.094725,1852016.755225,21,6,71,41.74948275994652,-87.66220271020649,"(41.74948275994652, -87.66220271020649)"
Vacant/Abandoned Building,14-01589410,09/19/2014,Front,,Open,"FRONT, SIDE AND REAR",Vacant,false,true,1300,S,SPRINGFIELD,AVE,60623,1150586.18011069,1893759.873621,24,10,29,41.86437502813464,-87.7226782296419,"(41.86437502813464, -87.7226782296419)"
Vacant/Abandoned Building,14-01581962,09/18/2014,Front,,Boarded,,Vacant,false,false,4555,W,MONTANA,ST,60639,1145615.04508274,1915934.56987322,31,25,20,41.92532045182366,-87.74036476315871,"(41.92532045182366, -87.74036476315871)"
Vacant/Abandoned Building,14-01578557,09/18/2014,Front,,Open,,Vacant,false,false,2519,N,CICERO,AVE,60639,1143970.70508611,1916426.10241364,31,25,19,41.92670031013055,-87.74639455304555,"(41.92670031013055, -87.74639455304555)"
Vacant/Abandoned Building,14-01574044,09/18/2014,Front,,Open,ALL,Vacant,false,false,12222,S,MORGAN,ST,60643,1171873.56008393,1823773.7355827,34,5,53,41.67188246939237,-87.64658423979117,"(41.67188246939237, -87.64658423979117)"
Vacant/Abandoned Building,14-01578543,09/18/2014,Front,,Open,,Vacant,false,true,12252,S,MORGAN,ST,60643,1171880.60020305,1823572.75677934,34,5,53,41.671330795780534,-87.64656433530946,"(41.671330795780534, -87.64656433530946)"
Vacant/Abandoned Building,14-01578870,09/18/2014,Rear,,Open,REAR AND FRONT DOOR IS NOT SECURE THE BACK DOOR IS OPEN,Vacant,false,true,12864,S,LOWE,AVE,60628,1174331.99101509,1819475.58552163,9,5,53,41.66003351614359,-87.63771337688908,"(41.66003351614359, -87.63771337688908)"
Vacant/Abandoned Building,14-01578821,09/18/2014,Front,,Open,NONE,Vacant,false,false,134,W,111TH,PL,60628,1177297.97780417,1831016.70449496,34,5,49,41.69163793108422,-87.62651346930538,"(41.69163793108422, -87.62651346930538)"
Vacant/Abandoned Building,14-01578334,09/18/2014,Front,,Open,,Vacant,false,false,6470,W,NORTH,AVE,60707,1132801.88009066,1909944.03747705,36,25,25,41.909115183878946,-87.78758725934225,"(41.909115183878946, -87.78758725934225)"
Vacant/Abandoned Building,14-01576020,09/18/2014,Front,,Open,WINDOWS ON THE SIDE OF THE PROPERTY.,Vacant,false,true,1859,S,LAWNDALE,AVE,60623,1151994.12529321,1890680.94022249,24,10,29,41.8558984778309,-87.71759071408266,"(41.8558984778309, -87.71759071408266)"
Vacant/Abandoned Building,14-01573372,09/18/2014,Front,,Open,REAR,Vacant,false,true,3055,W,JACKSON,BLVD,60612,1155982.93446955,1898528.86199265,28,11,27,41.877354578935716,-87.70273813817904,"(41.877354578935716, -87.70273813817904)"
Vacant/Abandoned Building,14-01579868,09/18/2014,Rear,,Open,SIDE/REAR,Vacant,false,true,423,E,78TH,ST,60619,1180507.67861383,1853388.44120025,6,6,69,41.75295589907209,-87.61407814093423,"(41.75295589907209, -87.61407814093423)"
Vacant/Abandoned Building,14-01578535,09/18/2014,Front,,Open,FRONT,Vacant,false,false,6558,S,JUSTINE,ST,60636,1167134.68601654,1861234.515302,17,7,67,41.774782907987664,-87.66286070139739,"(41.774782907987664, -87.66286070139739)"
Vacant/Abandoned Building,14-01573370,09/18/2014,Front,,Open,REAR,Vacant,false,true,3046,W,JACKSON,BLVD,60612,1156028.93446955,1898529.86199265,28,11,27,41.87735639548505,-87.70256921125248,"(41.87735639548505, -87.70256921125248)"
Vacant/Abandoned Building,14-01573650,09/18/2014,Front,,Open,,Vacant,true,true,12027,S,LOWE,AVE,60628,1174147.09091394,1825129.44837516,34,5,53,41.675552743185506,-87.63822310856347,"(41.675552743185506, -87.63822310856347)"
Vacant/Abandoned Building,14-01582111,09/18/2014,Front,,Boarded,,Vacant,false,false,6819,S,BISHOP,ST,60636,1167841.6248725,1859524.44357273,17,7,67,41.770075099321666,-87.66031822518369,"(41.770075099321666, -87.66031822518369)"
Vacant/Abandoned Building,14-01578052,09/18/2014,Front,,Open,SEVERAL POINTS. THERE IS NO ROOF.,Vacant,false,false,3632,S,GILES,AVE,60653,1178859.1963323,1880949.05431225,2,2,35,41.82862250767549,-87.61928027541906,"(41.82862250767549, -87.61928027541906)"
Vacant/Abandoned Building,14-01582034,09/18/2014,Front,,Boarded,,Vacant,false,false,1715,N,WHIPPLE,ST,60647,1155698.46132845,1911240.84799676,26,14,23,41.91224317754585,-87.70343998329928,"(41.91224317754585, -87.70343998329928)"
Vacant/Abandoned Building,14-01569925,09/17/2014,Front,,Open,,Vacant,false,false,6451,S,SANGAMON,ST,60621,1171084.38859239,1862051.71852288,16,7,68,41.7769399992694,-87.64835784217455,"(41.7769399992694, -87.64835784217455)"
Vacant/Abandoned Building,14-01569950,09/17/2014,Front,,Open,,Vacant,false,false,8215,S,MARYLAND,AVE,60619,1183332.537018,1850708.02478255,8,6,44,41.74553528268234,-87.60380954107457,"(41.74553528268234, -87.60380954107457)"
Vacant/Abandoned Building,14-01569962,09/17/2014,Front,,Open,,Vacant,false,false,7729,S,PEORIA,ST,60620,1171645.62981083,1853591.47356991,17,6,71,41.753711758738284,-87.6465479903027,"(41.753711758738284, -87.6465479903027)"
Vacant/Abandoned Building,14-01569969,09/17/2014,Front,,Open,,Vacant,false,false,8241,S,MARYLAND,AVE,60619,1183335.537018,1850533.52478255,8,6,44,41.74505636612086,-87.60380396951265,"(41.74505636612086, -87.60380396951265)"
Vacant/Abandoned Building,14-01569977,09/17/2014,Front,,Open,,Vacant,false,false,6018,S,EBERHART,AVE,60637,1180628.76001232,1865218.38003199,20,3,42,41.78541567878763,-87.61327148848513,"(41.78541567878763, -87.61327148848513)"
Vacant/Abandoned Building,14-01570010,09/17/2014,Front,,Open,,Vacant,false,false,4810,S,MICHIGAN,AVE,60615,1177969.1300292,1873164.9736966,3,2,38,41.80728259025553,-87.62278199432924,"(41.80728259025553, -87.62278199432924)"
Vacant/Abandoned Building,14-01570064,09/17/2014,Front,,Open,,Vacant,false,false,207,E,50TH,ST,60615,1178476.71440412,1871918.05891207,3,2,38,41.8038494144632,-87.62095824645547,"(41.8038494144632, -87.62095824645547)"
Vacant/Abandoned Building,14-01570111,09/17/2014,Front,,Open,,Vacant,false,false,4848,S,INDIANA,AVE,60615,1178418.13918395,1872922.94448114,3,2,38,41.80660824221587,-87.6211425313573,"(41.80660824221587, -87.6211425313573)"
Vacant/Abandoned Building,14-01569933,09/17/2014,Front,,Open,,Vacant,false,false,10536,S,MARYLAND,AVE,60628,1183770.26487305,1835271.88011116,9,5,50,41.70316650460606,-87.60268570820614,"(41.70316650460606, -87.60268570820614)"
Vacant/Abandoned Building,14-01569940,09/17/2014,Front,,Open,,Vacant,false,false,2113,N,LAVERGNE,AVE,60639,1142715.7266793,1913587.08438426,31,25,19,41.91893323167594,-87.7510769288173,"(41.91893323167594, -87.7510769288173)"
Vacant/Abandoned Building,14-01567658,09/17/2014,Front,,Open,,Vacant,false,false,10751,S,FOREST,AVE,60628,1180154.05445,1833700.09805,9,5,49,41.698936748987514,-87.61597528185068,"(41.698936748987514, -87.61597528185068)"
Vacant/Abandoned Building,14-01567667,09/17/2014,Front,,Open,,Vacant,false,false,2219,N,LARAMIE,AVE,60639,1141357.15231108,1914260.79949338,31,25,19,41.920807181187485,-87.75605187966123,"(41.920807181187485, -87.75605187966123)"
Vacant/Abandoned Building,14-01569913,09/17/2014,Front,,Open,,Vacant,false,false,6413,S,PEORIA,DR,60621,1171801.34818406,1862297.74939776,20,7,68,41.7775994357463,-87.6457222826814,"(41.7775994357463, -87.6457222826814)"
Vacant/Abandoned Building,14-01566821,09/17/2014,Front,,Open,FRONT,Vacant,false,false,501,E,130TH,ST,60628,1182004.13821901,1819210.79368151,9,5,54,41.659133544194866,-87.6096468019234,"(41.659133544194866, -87.6096468019234)"
Vacant/Abandoned Building,14-01572594,09/17/2014,Front,,Open,FRONT AND REAR IS OPEN,Vacant,false,true,11526,S,RACINE,AVE,60643,1170395.68968701,1828350.78889672,34,5,53,41.68447486635099,-87.65186074967279,"(41.68447486635099, -87.65186074967279)"
Vacant/Abandoned Building,14-01569879,09/17/2014,Front,,Open,,Vacant,false,false,7934,S,MARYLAND,AVE,60619,1183278.21357401,1852579.99597898,8,6,44,41.75067343430296,-87.60395044537093,"(41.75067343430296, -87.60395044537093)"
Vacant/Abandoned Building,14-01569892,09/17/2014,Front,,Open,,Vacant,false,false,6404,S,SANGAMON,ST,60621,1171076.09486789,1862366.4846061,16,7,68,41.77780393600446,-87.6483790556215,"(41.77780393600446, -87.6483790556215)"
Vacant/Abandoned Building,14-01569900,09/17/2014,Front,,Open,,Vacant,false,false,6408,S,SANGAMON,ST,60621,1171076.79486789,1862339.6846061,16,7,68,41.77773037833149,-87.64837727198052,"(41.77773037833149, -87.64837727198052)"
Vacant/Abandoned Building,14-01572645,09/17/2014,Front,,Open,FRONT AND REAR IS OPEN,Vacant,false,true,10000,S,MORGAN,ST,60643,1171413.6800788,1838506.5326086,34,22,73,41.71232165572302,-87.64783828467854,"(41.71232165572302, -87.64783828467854)"
Vacant/Abandoned Building,14-01566925,09/17/2014,Front,,Open,,Vacant,false,false,6537,S,WOLCOTT,AVE,60636,1164809.7739154,1861317.22782272,15,7,67,41.775059304990464,-87.67138116427654,"(41.775059304990464, -87.67138116427654)"
Vacant/Abandoned Building,14-01572977,09/17/2014,Front,,Open,ALL OVER,Vacant,false,true,20,W,108TH,PL,60628,1178050.38996633,1833026.32001666,34,5,49,41.69713563005776,-87.6236981984068,"(41.69713563005776, -87.6236981984068)"
Vacant/Abandoned Building,14-01571450,09/17/2014,,,,,,,,5318,S,ROCKWELL,ST,60632,1159940.52832864,1869308.71159416,14,9,63,41.7970904942644,-87.68901171872278,"(41.7970904942644, -87.68901171872278)"
Vacant/Abandoned Building,14-01566935,09/17/2014,Front,,Open,,Vacant,false,false,5132,S,HOYNE,AVE,60609,1163229.14270607,1870494.11490814,16,9,61,41.80027511402933,-87.67691872419465,"(41.80027511402933, -87.67691872419465)"
Vacant/Abandoned Building,14-01571089,09/17/2014,Rear,,Boarded,,Vacant,false,false,8023,S,HERMITAGE,AVE,60620,1166074.87382639,1851490.10289781,21,6,71,41.74806551619827,-87.66702251308372,"(41.74806551619827, -87.66702251308372)"
Vacant/Abandoned Building,14-01570141,09/17/2014,Rear,,Boarded,NONE,Vacant,false,false,7234,S,UNION,AVE,60621,1173000.44967698,1856915.66120056,17,7,68,41.762803955922735,-87.64148509503659,"(41.762803955922735, -87.64148509503659)"
Vacant/Abandoned Building,14-01571362,09/17/2014,,,,,,,,6058,S,GREEN,ST,60621,1171675.53928057,1864673.24320589,16,7,68,41.784120824992584,-87.6461138998085,"(41.784120824992584, -87.6461138998085)"
Vacant/Abandoned Building,14-01565765,09/17/2014,Front,,Open,,Vacant,false,true,8440,S,ESCANABA,AVE,60617,1196952.20003234,1849565.29009641,10,4,46,41.742071835231606,-87.55394348627266,"(41.742071835231606, -87.55394348627266)"
Vacant/Abandoned Building,14-01570638,09/17/2014,Front,,Open,REAR,Vacant,false,false,8136,S,LANGLEY,AVE,60619,1182310.08697249,1851205.11500613,6,6,44,41.74692307872593,-87.60754058274426,"(41.74692307872593, -87.60754058274426)"
Vacant/Abandoned Building,14-01572570,09/17/2014,Rear,,Boarded,REAR GARAGE,Vacant,false,true,1501,S,RIDGEWAY,AVE,60623,1151620.21180308,1892443.91492019,24,10,29,41.86074363858203,-87.71891686465642,"(41.86074363858203, -87.71891686465642)"
Vacant/Abandoned Building,14-01570117,09/17/2014,Front,,Open,2ND FL FRONT WINDOW,Vacant,false,false,1223,W,73RD,PL,60636,1169389.43349488,1856046.48998678,17,7,67,41.76049777325527,-87.65474518544916,"(41.76049777325527, -87.65474518544916)"
Vacant/Abandoned Building,14-01580515,09/17/2014,Rear,,Boarded,,Vacant,true,true,1035,E,90TH,ST,60619,1184813.56990499,1845520.62208614,8,4,47,41.731265907432544,-87.59854511699207,"(41.731265907432544, -87.59854511699207)"
Vacant/Abandoned Building,14-01569259,09/17/2014,Front,,Open,,Vacant,false,false,3851,W,ADAMS,ST,60624,1150754.46560928,1898735.85346646,28,11,26,41.87802639552089,-87.721930342395,"(41.87802639552089, -87.721930342395)"
Vacant/Abandoned Building,14-01566254,09/17/2014,Rear,,Open,REAR OF HOUSE IS OPEN,Vacant,false,true,1928,S,SAWYER,AVE,60623,1155001.34558733,1890335.8607721,24,10,29,41.854891832953705,-87.70656191158767,"(41.854891832953705, -87.70656191158767)"
Vacant/Abandoned Building,14-01569575,09/17/2014,Front,,Open,,Vacant,false,false,9412,S,LAFAYETTE,AVE,60620,1177594.49748856,1842644.04603227,21,6,49,41.72353828505584,-87.62507776012531,"(41.72353828505584, -87.62507776012531)"
Vacant/Abandoned Building,14-01558709,09/16/2014,,,,,,,,3403,S,GILES,AVE,60616,1178822.08043325,1882475.95037786,4,2,35,41.83281327303002,-87.61936989075731,"(41.83281327303002, -87.61936989075731)"
Vacant/Abandoned Building,14-01562797,09/16/2014,Front,,Open,,Vacant,false,true,244,S,CICERO,AVE,60644,1144428.70002211,1898440.57001244,28,15,25,41.87733740988393,-87.74516472570488,"(41.87733740988393, -87.74516472570488)"
Vacant/Abandoned Building,14-01563183,09/16/2014,,,,,,,,11619,S,LAFAYETTE,AVE,60628,1178003.52720311,1827634.36598568,34,5,53,41.68234037871726,-87.62403234067999,"(41.68234037871726, -87.62403234067999)"
Vacant/Abandoned Building,14-01561281,09/16/2014,Front,,Open,FRONT DOOR HAS BEEN KICKED IN,Vacant,false,false,11633,S,VINCENNES,AVE,60643,1165776.44112174,1827712.84431277,34,22,75,41.68282326017908,-87.668788554805,"(41.68282326017908, -87.668788554805)"
Vacant/Abandoned Building,14-01562852,09/16/2014,,,,,,,,3649,W,BELLE PLAINE,AVE,60618,1151233.34656885,1927003.43097774,33,17,16,41.95558581394215,-87.71942902417972,"(41.95558581394215, -87.71942902417972)"
Vacant/Abandoned Building,14-01562773,09/16/2014,,,,,,,,6207,N,TALMAN,AVE,60659,1157537.42892826,1941102.70266678,50,24,2,41.99414866403813,-87.69586810197727,"(41.99414866403813, -87.69586810197727)"
Vacant/Abandoned Building,14-01560872,09/16/2014,Rear,,Open,,Vacant,false,true,5575,W,VAN BUREN,ST,60644,1139326.61899696,1897458.79002589,29,15,25,41.874737693020045,-87.76392233338075,"(41.874737693020045, -87.76392233338075)"
Vacant/Abandoned Building,14-01563113,09/16/2014,,,,,,,,10815,S,HOXIE,AVE,60617,1195234.17022223,1833831.11143262,10,4,51,41.69893832529272,-87.56075553557099,"(41.69893832529272, -87.56075553557099)"
Vacant/Abandoned Building,14-01562981,09/16/2014,Front,,Open,,Vacant,false,true,946,N,KEYSTONE,AVE,60651,1149215.05949776,1906013.8972885,37,11,23,41.898028089350866,-87.72739401772625,"(41.898028089350866, -87.72739401772625)"
Vacant/Abandoned Building,14-01564322,09/16/2014,Front,,Open,"FRONT, BACK AND BASEMENT",Vacant,false,false,8109,S,ELIZABETH,ST,60620,1169401.15422924,1851008.90128594,21,6,71,41.74667370294343,-87.65484783030374,"(41.74667370294343, -87.65484783030374)"
Vacant/Abandoned Building,14-01561179,09/16/2014,Front,,Open,ALL AROUND,Vacant,false,true,10006,S,VAN VLISSINGEN,RD,60617,1192041.75128628,1839040.88100964,7,4,51,41.71331247747128,-87.5722758885446,"(41.71331247747128, -87.5722758885446)"
Vacant/Abandoned Building,14-01563009,09/16/2014,,,,,,,,6734,S,MORGAN,ST,60621,1170804.57039009,1860168.65413433,17,7,68,41.7717787550279,-87.64943854256346,"(41.7717787550279, -87.64943854256346)"
Vacant/Abandoned Building,14-01563229,09/16/2014,,,,,,,,2246,W,50TH,ST,60609,1162192.67998989,1871476.95999536,16,9,63,41.80299382077768,-87.68069239478076,"(41.80299382077768, -87.68069239478076)"
Vacant/Abandoned Building,14-01562430,09/16/2014,,,,,,,,7322,S,ST LAWRENCE,AVE,60619,1181502.33957277,1856598.18237071,6,3,69,41.761740892314066,-87.61033428225916,"(41.761740892314066, -87.61033428225916)"
Vacant/Abandoned Building,14-01561536,09/16/2014,Front,,Open,THE ENTRY POINT IS THE FRONT AND REAR OF THE BUILDING,Vacant,false,true,7131,S,SEELEY,AVE,60636,1163926.45000238,1857363.57002704,17,7,67,41.76422853811498,-87.67473030522868,"(41.76422853811498, -87.67473030522868)"
Vacant/Abandoned Building,14-01563081,09/16/2014,,,,,,,,3518,W,79TH,PL,60652,1154322.30517835,1851658.60986956,18,8,70,41.74876960089269,-87.71008366525686,"(41.74876960089269, -87.71008366525686)"
Vacant/Abandoned Building,14-01558659,09/16/2014,Front,,Open,,Vacant,false,false,1724,W,ROSCOE,ST,60657,1164130.6923848,1922620.61757769,32,19,6,41.94329583890148,-87.67213994036828,"(41.94329583890148, -87.67213994036828)"
Vacant/Abandoned Building,14-01563039,09/16/2014,,,,,,,,1422,S,RIDGEWAY,AVE,60623,1151609.69360333,1892859.83009628,24,10,29,41.86188516493104,-87.71894454930217,"(41.86188516493104, -87.71894454930217)"
Vacant/Abandoned Building,14-01563695,09/16/2014,Front,,Open,WINDOWS AND REAR DOOR,Vacant,false,true,5044,S,LAFLIN,ST,60609,1167189.11682884,1871284.93899119,16,9,61,41.80236132445764,-87.66237363976364,"(41.80236132445764, -87.66237363976364)"
Vacant/Abandoned Building,14-01562770,09/16/2014,,,,,,,,1101,N,LEAMINGTON,AVE,60651,1141827.652304,1906845.19020084,37,15,25,41.900449223139134,-87.75450701052027,"(41.900449223139134, -87.75450701052027)"
Vacant/Abandoned Building,14-01562818,09/16/2014,,,,,,,,12600,S,UNION,AVE,60628,1173945.17669254,1821319.86131852,34,5,53,41.66510307722875,-87.63907449156085,"(41.66510307722875, -87.63907449156085)"
Vacant/Abandoned Building,14-01563043,09/16/2014,,,,,,,,11153,S,HOMAN,AVE,60655,1155679.45459485,1830415.81473415,19,22,74,41.690448513996046,-87.7056780257398,"(41.690448513996046, -87.7056780257398)"
Vacant/Abandoned Building,14-01560527,09/16/2014,Rear,,Open,TRASH WEEDS  AND OPEN WINDOWS,Vacant,false,false,5911,W,MIDWAY PARK,,60644,1136982.70428672,1902633.15528209,29,15,25,41.88897918783662,-87.77240415463207,"(41.88897918783662, -87.77240415463207)"
Vacant/Abandoned Building,14-01558845,09/16/2014,Front,,Boarded,,Vacant,false,true,6538,S,CARPENTER,ST,60621,1170437.76743261,1861457.94791438,17,7,68,41.77532473027101,-87.6507456110527,"(41.77532473027101, -87.6507456110527)"
Vacant/Abandoned Building,14-01557341,09/16/2014,Front,,Open,,Vacant,false,false,19,E,103RD,ST,60628,1178262.50013178,1836686.42799811,9,5,49,41.7071746794244,-87.6228110131302,"(41.7071746794244, -87.6228110131302)"
Vacant/Abandoned Building,14-01561551,09/16/2014,Front,,Open,FRONT AND REAR,Vacant,false,true,6711,S,UNION,AVE,60621,1172894.48993009,1860381.46358819,6,7,68,41.77231686981005,-87.64177131954008,"(41.77231686981005, -87.64177131954008)"
Vacant/Abandoned Building,14-01564265,09/16/2014,Front,,Open,,Vacant,false,false,716,N,LONG,AVE,60644,1140191.24000132,1904218.38001485,37,15,25,41.89327107999501,-87.76058212532647,"(41.89327107999501, -87.76058212532647)"
Vacant/Abandoned Building,14-01564562,09/16/2014,Front,,Open,FRONT,Vacant,true,true,928,N,LECLAIRE,AVE,60651,1142188.77859296,1905696.68946723,37,15,25,41.897290910276105,-87.75320908489596,"(41.897290910276105, -87.75320908489596)"
Vacant/Abandoned Building,14-01556168,09/15/2014,Front,,Open,WINDOWS,Vacant,false,false,5947,S,GREEN,ST,60621,1171656.72242591,1865410.0525947,16,7,68,41.78614312632662,-87.64616129949592,"(41.78614312632662, -87.64616129949592)"
Vacant/Abandoned Building,14-01554721,09/15/2014,,,,,,,,1528,N,LAWLER,AVE,60651,1142427.30508753,1909690.20850681,37,25,25,41.908245150830936,-87.75223364027453,"(41.908245150830936, -87.75223364027453)"
Vacant/Abandoned Building,14-01555615,09/15/2014,Rear,,Open,,Vacant,false,true,1823,W,BERENICE,AVE,60613,1163392.15607358,1925596.08988498,47,19,5,41.95147628965851,-87.6747703992358,"(41.95147628965851, -87.6747703992358)"
Vacant/Abandoned Building,14-01554723,09/15/2014,,,,,,,,1435,N,LAWLER,AVE,60651,1142441.52993077,1909075.87229384,37,25,25,41.90655907943881,-87.75219667417416,"(41.90655907943881, -87.75219667417416)"
Vacant/Abandoned Building,14-01554688,09/15/2014,,,,,,,,9119,S,HOUSTON,AVE,60617,1198107.72659781,1845081.9555741,10,4,46,41.72974041971285,-87.5498592891669,"(41.72974041971285, -87.5498592891669)"
Vacant/Abandoned Building,14-01554843,09/15/2014,,,,,,,,1828,N,NATCHEZ,AVE,60707,1132573.00261028,1911449.83253014,36,25,25,41.91325126907085,-87.78839292200229,"(41.91325126907085, -87.78839292200229)"
Vacant/Abandoned Building,14-01550444,09/15/2014,Rear,,Open,REAR DOOE,Vacant,false,false,8417,S,WABASH,AVE,60619,1178177.42132755,1849210.11319941,6,6,44,41.74154321454739,-87.62274400040519,"(41.74154321454739, -87.62274400040519)"
Vacant/Abandoned Building,14-01550657,09/15/2014,Front,,Open,,Vacant,false,true,8230,S,LAFLIN,ST,60620,1167767.56008819,1850159.14971115,21,6,71,41.74437705633845,-87.6608580627941,"(41.74437705633845, -87.6608580627941)"
Vacant/Abandoned Building,14-01554810,09/15/2014,,,,,,,,919,W,GARFIELD,BLVD,60621,1171048.24010063,1868228.60641067,16,7,68,41.79389087839664,-87.6483099518441,"(41.79389087839664, -87.6483099518441)"
Vacant/Abandoned Building,14-01555673,09/15/2014,Front,,Open,BACK,Vacant,false,true,8015,S,CLYDE,AVE,,1191588.68153392,1852240.4184132,8,4,46,41.74954424502389,-87.57350841634512,"(41.74954424502389, -87.57350841634512)"
Vacant/Abandoned Building,14-01554142,09/15/2014,Rear,,Open,FRONT,Vacant,false,true,5037,S,ADA,ST,60609,1168181.06011908,1871358.12658287,16,9,61,41.80254085354418,-87.65873365835307,"(41.80254085354418, -87.65873365835307)"
Vacant/Abandoned Building,14-01555836,09/15/2014,Garage,,Open,,Vacant,true,false,3836,W,JACKSON,BLVD,60624,1150865.77779267,1898413.18021865,28,11,26,41.877138767876694,-87.72153007296572,"(41.877138767876694, -87.72153007296572)"
Vacant/Abandoned Building,14-01554764,09/15/2014,,,,,,,,4316,W,ADAMS,ST,60624,1147651.24728207,1898662.04747428,28,11,26,41.87788396018371,-87.73332661965124,"(41.87788396018371, -87.73332661965124)"
Vacant/Abandoned Building,14-01551976,09/15/2014,Rear,,Boarded,,Vacant,false,true,80,E,101ST,PL,60628,1178857.86171915,1837698.76002049,9,5,49,41.709939154564545,-87.62060012837391,"(41.709939154564545, -87.62060012837391)"
Vacant/Abandoned Building,14-01555092,09/15/2014,,,,,,,,8916,S,HOUSTON,AVE,60617,1198070.46268998,1846433.39256929,10,4,46,41.73344980162445,-87.54995073590909,"(41.73344980162445, -87.54995073590909)"
Vacant/Abandoned Building,14-01547158,09/14/2014,Front,,Open,DOOR,Vacant,false,false,10757,S,FOREST,AVE,60628,1180147.65445,1833913.09805,9,5,49,41.699521396447736,-87.61599221971778,"(41.699521396447736, -87.61599221971778)"
Vacant/Abandoned Building,14-01546794,09/14/2014,Garage,,Open,SIDE DOOR OF GARAGE  AND BLDG.,Vacant,false,true,3525,W,CHICAGO,AVE,60651,1152634.7563818,1905107.93140791,27,11,23,41.89547506681555,-87.71485768810226,"(41.89547506681555, -87.71485768810226)"
Vacant/Abandoned Building,14-01547524,09/14/2014,Front,,Open,UNKNOWN - REPORT FROM FIRE,Vacant,true,false,1149,W,MARQUETTE,RD,60621,1169721.09412694,1860366.88122743,17,7,68,41.772346288540696,-87.65340446869493,"(41.772346288540696, -87.65340446869493)"
Vacant/Abandoned Building,14-01544438,09/13/2014,Front,,Open,FRONT,Vacant,false,false,910,N,HOMAN,AVE,60651,1153542.07861426,1905896.096817,27,11,23,41.89761987237479,-87.71150431039712,"(41.89761987237479, -87.71150431039712)"
Vacant/Abandoned Building,14-01537035,09/12/2014,Front,,Boarded,,Vacant,false,false,1636,W,WASECA,PL,60643,1167349.13112967,1829802.62968385,34,22,75,41.68852455495912,-87.66297199129608,"(41.68852455495912, -87.66297199129608)"
Vacant/Abandoned Building,14-01537044,09/12/2014,Front,,Open,,Vacant,false,false,1300,W,111TH,ST,60643,1169641.96921722,1831164.15243431,34,22,75,41.69221152725916,-87.65453875367957,"(41.69221152725916, -87.65453875367957)"
Vacant/Abandoned Building,14-01537017,09/12/2014,Front,,Boarded,,Vacant,false,false,1632,W,WASECA,PL,60643,1167372.13112967,1829793.12968385,34,22,75,41.688497994162994,-87.66288806007528,"(41.688497994162994, -87.66288806007528)"
Vacant/Abandoned Building,14-01540195,09/12/2014,Front,,Open,ALL WINDOWS ARE OPEN-FRONT-REAR AND SIDE,Vacant,false,false,4530,N,SPAULDING,AVE,60625,1153568.56191429,1929903.79861566,33,17,14,41.96349838724068,-87.71076676537758,"(41.96349838724068, -87.71076676537758)"
Vacant/Abandoned Building,14-01541266,09/12/2014,Front,,Open,,Vacant,false,false,6353,W,FULLERTON,AVE,60639,1133573.06990227,1915260.34310932,29,25,19,41.92369027755028,-87.78462925659844,"(41.92369027755028, -87.78462925659844)"
